C0274714,Adrenergic syndrome
C0600104,Obsessive compulsive behavior
C0027497,nausea
C0027497,Nausea
C0235146,pookied out
C0235146,Euphoric mood
C0235890,migraines
C0235890,Migraine aggravated
C0018681,headaches
C0018681,Headache
C0087169,Withdrawing
C0087169,Withdrawal Symptoms
C0022107,attitude
C0022107,Irritable Mood
C0232461,hungry at night
C0232461,Increased appetite (finding)
C0151836,paranoid
C0151836,Paranoid reaction
C0037317,sleep problems
C0037317,Sleep disturbances
C0393760,insomnia
C0393760,Initial insomnia
C0424000,the only reason I haven't downed all these antidepressants is because sertraline overdose rarely results in death
C0424000,Feeling suicidal (finding)
C0003467,ANXIOUS
C0003467,Anxiety
C0423757,thins the skin
C0423757,Skin thinness
C0233414,attentive
C0233414,Disturbance in attention
C0235169,had me in my feelings
C0235169,Excitability
C0014488,#tennis elbow
C0014488,Epicondylitis
C2830004,tired
C2830004,Somnolence
C0087169,rather kick heroin than Effexor
C0087169,Withdrawal Symptoms
C0085633,mood swings
C0085633,Mood swings
C0917801,WIDE AWAKE
C0917801,Sleeplessness
C0424295,hyper
C0424295,Hyperactive behavior
C0013144,a zombie
C0013144,Drowsiness
C0013144,falling asleep
C0013144,Drowsiness
C0232461,appetite on 10
C0232461,Increased appetite (finding)
C0235169,Excitability
C0012833,dizzy
C0012833,Dizziness
C0917799,fall asleep
C0917799,Hypersomnia
C0043096,Losing weight
C0043096,Body Weight decreased
C0344315,hurt
C0344315,Depressed mood
C0476273,can't breathe
C0476273,Respiratory distress
C0038990,makes me sweat
C0038990,Sweating
C0027497,feel sick
C0027497,Nausea
C0728899,trippin
C0728899,Intoxication
C0037383,sneezing fits
C0037383,Sneezing
C2830004,sleepy
C2830004,Somnolence
C0917801,insomnia
C0917801,Sleeplessness
C0152128,come off
C0152128,Drug withdrawal syndrome
C0005586,mood swings
C0005586,Bipolar Disorder
C0235169,had me in my feelings
C0235169,Excitability
C0030318,shooting
C0030318,Panic
C0858899,concentration issues
C0858899,Attention concentration difficulty
C0013595,itching
C0013595,Eczema
C0085633,odramatic
C0085633,Mood swings
C0700031,panic attacks
C0700031,Anxiety attack
C0021368,Inflamed bursa
C0021368,Inflammation
C0037763,random shoulder spasms
C0037763,Spasm
C0012833,dizziness
C0012833,Dizziness
C0233514,crazy
C0233514,Abnormal behavior
C0027497,nauseous
C0027497,Nausea
C0234376,tremor
C0234376,Action Tremor
C0851444,sun allergy
C0851444,Allergic conditions
C0235169,got me to the ceiling
C0235169,Excitability
C0858899,focus like a wimp
C0858899,Attention concentration difficulty
C0033975,Mental illness
C0033975,Psychotic Disorders
C2830004,your brain is still sleepy
C2830004,Somnolence
C0234458,totally #weird
C0234458,Abnormal dreams
C0409497,tennis elbow
C0409497,Joint injury
C0278061,head feel very strange
C0278061,Abnormal mental state
C0234458,wicked weird dreams
C0234458,Abnormal dreams
C0344315,feel like complete and utter crap
C0344315,Depressed mood
C0233514,I'm crazy
C0233514,Abnormal behavior
C0233488,feeling like shit
C0233488,Feeling despair
C0338614,psychotic break
C0338614,Psychotic episode
C0234458,"intense, emotionally-charged nightmares"
C0234458,Abnormal dreams
C0455769,got me to the ceiling
C0455769,Energy increased
C0030486,paraplegic
C0030486,Paraplegia
C0085633,mood swings
C0085633,Mood swings
C0043094,I look like a damn whale
C0043094,Weight Gain
C0030193,throbbing
C0030193,Pain
C0424295,fast as @RealPaigeWWE talks
C0424295,Hyperactive behavior
C2830004,take naps
C2830004,Somnolence
C0040822,acute tremor
C0040822,Tremor
C0917801,I can't remember the last time I slept
C0917801,Sleeplessness
C0232461,ate on it like crazy
C0232461,Increased appetite (finding)
C2830004,sleepy
C2830004,Somnolence
C0877225,bones brittle
C0877225,Bone density decreased
C0043012,awake
C0043012,Wakefulness
C0042963,Vomiting
C0013144,Drowsiness
C0043094,30lbs that I gained
C0043094,Weight Gain
C0520962,fingers hurt
C0520962,Pain localised
C0455769,Energy increased
C0018681,Headache
C0522172,feel drunk
C0522172,Feeling drunk
C0392674,Exhaustion
C0022107,highly irritated
C0022107,Irritable Mood
C0002957,the fucking roid rage
C0002957,Anger
C0553668,makes me gag when I cough
C0553668,Labored breathing
C0003864,Arthritis
C0003864,Arthritis
C0455769,got me up
C0455769,Energy increased
C0087169,withdrawals
C0087169,Withdrawal Symptoms
C0751295,wrecked my memory
C0751295,Memory Loss
C0004096,asthma
C0004096,Asthma
C0086769,panic
C0086769,Panic Attacks
C2830004,tired
C2830004,Somnolence
C0087169,venlafaxine withdrawal
C0087169,Withdrawal Symptoms
C0003467,Anxiety
C0039971,thirsty
C0039971,Thirst
C0003467,Anxiety
C0553668,need to gulp air randomly
C0553668,Labored breathing
C0034634,rage
C0034634,Rage
C0233414,being distracted
C0233414,Disturbance in attention
C0043096,lose weight
C0043096,Body Weight decreased
C0003467,#anxiety
C0003467,Anxiety
C0917801,sleep-deprived
C0917801,Sleeplessness
C0235146,feel great
C0235146,Euphoric mood
C0042963,puking
C0042963,Vomiting
C0030193,pain
C0030193,Pain
C0012833,dizzy
C0012833,Dizziness
C0751494,tremor
C0751494,Convulsive Seizures
C0043094,30 lbs in 6 weeks
C0043094,Weight Gain
C0043012,makes me more awake
C0043012,Wakefulness
C0455769,energetic
C0455769,Energy increased
C1963951,Acute overdose
C0006325,clench my jaws
C0006325,Bruxism
C0853348,Arthropod bite
C0085633,bipolar
C0085633,Mood swings
C0424000,I'm shooting
C0424000,Feeling suicidal (finding)
C0004936,Mental illness
C0004936,Mental disorders
C0233973,painful b..
C0233973,Painful erection
C0043096,losing weight
C0043096,Body Weight decreased
C0041671,completely useless
C0041671,Attention Deficit Disorder
C0233514,behaviour problems
C0233514,Abnormal behavior
C1443060,Feeling abnormal
C0455769,got me to the ceiling
C0455769,Energy increased
C0233479,nicer
C0233479,Elevated mood
C0034634,angry
C0034634,Rage
C0030193,pain
C0030193,Pain
C0011551,zombie
C0011551,Depersonalization
C0030193,pain
C0030193,Pain
C0338908,anxiety
C0338908,Anxiety depression
C0151827,eyes burn from lack of blinking
C0151827,Eye pain
C0011570,depression
C0011570,Mental Depression
C0751494,seizure
C0751494,Convulsive Seizures
C0344315,depressed
C0344315,Depressed mood
C0344232,messing with my visio
C0344232,Blurred vision
C0002957,got me pissed
C0002957,Anger
C0149931,headache
C0149931,Migraine Disorders
C0235169,in my feelings
C0235169,Excitability
C0149931,headaches
C0149931,Migraine Disorders
C0520962,terrible joint pain
C0520962,Pain localised
C0278061,Abnormal mental state
C0015672,zombie
C0015672,Fatigue
C0553721,reduced sweating
C0553721,Sweating decreased
C0694563,sleeping standing up
C0694563,Excessive daytime somnolence
C0917801,insomnia
C0917801,Sleeplessness
C0917801,sleep deprivation
C0917801,Sleeplessness
C0917801,awake until 8am
C0917801,Sleeplessness
C0424295,literally tweeted non stop from like 7pm to 8am the next day
C0424295,Hyperactive behavior
C0234238,Achy
C0234238,Ache
C0596170,I'm determined to not become a ravenous asshole
C0596170,Binge eating disorder
C0012833,dizzy
C0012833,Dizziness
C0043096,weight loss
C0043096,Body Weight decreased
C0027497,vomiting
C0027497,Nausea
C0043094,gained 7 lbs
C0043094,Weight Gain
C0005586,bipolar
C0005586,Bipolar Disorder
C0917801,Keeps me up all night
C0917801,Sleeplessness
C0087169,withdrawals
C0087169,Withdrawal Symptoms
C0151911,Generalized Spasms
C0235195,quiet
C0235195,Sedated state
C0751295,screwing with my short term memory
C0751295,Memory Loss
C0030193,hurt really bad
C0030193,Pain
C0037011,get my shoulder right
C0037011,Shoulder Pain
C0424295,hypomanic
C0424295,Hyperactive behavior
C0004936,#mentalhealth
C0004936,Mental disorders
C1263846,Attention deficit hyperactivity disorder
C0455769,I have 30 things I need to do by 5:00
C0455769,Energy increased
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C2830004,Somnolence
C0700031,anxiety
C0700031,Anxiety attack
C0013595,dry skin
C0013595,Eczema
C0003467,anxiety
C0003467,Anxiety
C0011551,feel like you aren't a human anymore
C0011551,Depersonalization
C0043012,wide awake
C0043012,Wakefulness
C0424295,running up and down the stairs
C0424295,Hyperactive behavior
C0235169,in my feelings
C0235169,Excitability
C0041657,fainting
C0041657,Unconscious State
C0151767,gut pain
C0151767,Liver tenderness
C0235169,got me to the ceiling
C0235169,Excitability
C0235169,in my feelings
C0235169,Excitability
C0013144,drowsy
C0013144,Drowsiness
C1971624,suppressed appetite
C1971624,Loss of appetite (finding)
C0424295,hyperactive
C0424295,Hyperactive behavior
C0002957,rage
C0002957,Anger
C2939186,Disturbance in mood
C0553668,Labored breathing
C2830004,Somnolence
C0235890,Migraine aggravated
C0042571,vertigo
C0042571,Vertigo
C0087169,Coming down
C0087169,Withdrawal Symptoms
C0556446,addiction
C0556446,Drug craving
C0002957,Anger
C0002957,Anger
C0520962,pain
C0520962,Pain localised
C0235146,actually ecstasy
C0235146,Euphoric mood
C0085632,have no emotions
C0085632,Indifferent mood
C0917801,awake approx 36-38 hours
C0917801,Sleeplessness
C0278061,this mindset
C0278061,Abnormal mental state
C0003467,Anxiety
C0003467,Anxiety
C0393760,Initial insomnia
C0455769,got me to the ceiling
C0455769,Energy increased
C0278061,about to lose my mind
C0278061,Abnormal mental state
C0424295,fucked up
C0424295,Hyperactive behavior
C0455769,got me on the ceiling
C0455769,Energy increased
C0013144,sleepy
C0013144,Drowsiness
C1291077,Abdominal bloating
C0541798,I'm up
C0541798,Early Awakening
C0541854,feel like a zombie
C0541854,Daytime sleepiness
C0542476,sleep the day away
C0542476,Forgetfulness
C0917799,sleep
C0917799,Hypersomnia
C1262141,wrecking my sleep
C1262141,Poor quality sleep
C0233479,Elevated mood
C0424166,the most socially awkward person alive
C0424166,Social fear
C0344320,man vivid dreams
C0344320,Vivid dreams
C0041671,attention deficit disorder
C0041671,Attention Deficit Disorder
C0152128,I forgot to take Zoloft for like 2 days and now I'm getting brain zaps
C0152128,Drug withdrawal syndrome
C0917801,need sleep
C0917801,Sleeplessness
C0151821,accidentally double dosed
C0151821,Accidental overdose
C0087169,comedown
C0087169,Withdrawal Symptoms
C0085633,so dramatic
C0085633,Mood swings
C2830004,drowsy
C2830004,Somnolence
C0231530,super twitchy
C0231530,Muscle twitch
C0027497,vomity
C0027497,Nausea
C1443060,feeling like shit
C1443060,Feeling abnormal
C0043012,wake you up
C0043012,Wakefulness
C0000729,cramps
C0000729,Abdominal Cramps
C0028084,nightmares
C0028084,Nightmares
C0392674,exhausted
C0392674,Exhaustion
C0234238,Achy
C0234238,Ache
C0027497,nauseous
C0027497,Nausea
C0018681,hungover
C0018681,Headache
C0018681,headaches
C0018681,Headache
C0232462,don't hunger or thirst
C0232462,Decrease in appetite
C0013144,slows me down
C0013144,Drowsiness
C0235169,got me to the ceiling
C0235169,Excitability
C0085632,it's feeling like the same thing
C0085632,Indifferent mood
C1971624,Loss of appetite (finding)
C0455769,got me to the ceiling
C0455769,Energy increased
C0043094,Weight Gain
C0086769,panic attacks
C0086769,Panic Attacks
C0015672,fall asleep
C0015672,Fatigue
C0005586,bipolar
C0005586,Bipolar Disorder
C0022107,makes me an asshole
C0022107,Irritable Mood
C0851444,allergic reaction
C0851444,Allergic conditions
C0497364,itchy rash
C0497364,Localized rash
C0278061,trippin
C0278061,Abnormal mental state
C0455769,like a caffeine overdose
C0455769,Energy increased
C0917801,Sleeplessness
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C0028643,Numbness
C0221100,hangover
C0221100,Hangover from any Alcohol or Other Drugs substance
C0917801,I was up at 6 am
C0917801,Sleeplessness
C0038999,swelling
C0038999,Swelling
C0000737,cramps
C0000737,Abdominal Pain
C0240735,Personality change
C0087169,come down
C0087169,Withdrawal Symptoms
C0003467,anxiety
C0003467,Anxiety
C0087169,my adderall got cut in half and now I'm dying
C0087169,Withdrawal Symptoms
C0087169,withdrawal symptoms
C0087169,Withdrawal Symptoms
C0086769,panic attack
C0086769,Panic Attacks
C0041671,ADD
C0041671,Attention Deficit Disorder
C0020175,hungry
C0020175,Hunger
C0011551,zombies
C0011551,Depersonalization
C0234376,Action Tremor
C0522224,Paralysed
C0917801,I'm wide awake once again after 1:00 a.m
C0917801,Sleeplessness
C0015672,fatigue
C0015672,Fatigue
C0085633,angry 2 irritable 2 mind swimming 2 feeling numb 2 being completely calm
C0085633,Mood swings
C0043094,gained over 50 pounds
C0043094,Weight Gain
C0043094,weight gain
C0043094,Weight Gain
C0002957,angry
C0002957,Anger
C1443060,feeling like death
C1443060,Feeling abnormal
C0043012,been this awake
C0043012,Wakefulness
C0851444,Allergic conditions
C0003467,Anxiety
C0235169,got me to the ceiling
C0235169,Excitability
C0455769,got me to the ceiling
C0455769,Energy increased
C2830004,I take an hour nap right away
C2830004,Somnolence
C0004096,gulp air randomly
C0004096,Asthma
C0037320,nightmares
C0037320,Night Terrors
C0855242,low libido
C0855242,Disturbance in sexual arousal
C0029445,bone loss
C0029445,Bone necrosis
C0034634,Rage
C0034634,Rage
C0728899,jammed
C0728899,Intoxication
C0012833,head spinning a little
C0012833,Dizziness
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C0220870,lightheaded
C0220870,Lightheadedness
C0917801,insomnia
C0917801,Sleeplessness
C0086769,panic attack
C0086769,Panic Attacks
C0344315,bummed
C0344315,Depressed mood
C0018790,heart attack
C0018790,Cardiac Arrest
C0232461,appetite on 10
C0232461,Increased appetite (finding)
C0220870,dizzy
C0220870,Lightheadedness
C0235240,heart beat for being too strong
C0235240,Pounding heart
C2830004,i can't even stay awake
C2830004,Somnolence
C0010200,cough
C0010200,Coughing
C0424295,Hyperactive behavior
C0700590,make me sweat more
C0700590,Increased sweating
C0043094,Weight Gain
C0026858,pain
C0026858,Musculoskeletal Pain
C0917801,thinking it was 8pm
C0917801,Sleeplessness
C0010709,cysts
C0010709,Cyst
C0015468,Atypical facial pain
C0015468,Facial Pain
C1386135,just want to finally be happy
C1386135,Acute depression
C0086769,panic attack
C0086769,Panic Attacks
C0855242,kills libido
C0855242,Disturbance in sexual arousal
C0393761,insomniac
C0393761,Middle insomnia
C0015672,tired
C0015672,Fatigue
C0018790,heart attack
C0018790,Cardiac Arrest
C0233715,blurted out every answer
C0233715,Speech impairment
C0011551,makes me a different person
C0011551,Depersonalization
C0027497,nausea
C0027497,Nausea
C0235165,manic episode
C0235165,Mania acute
C2939186,about to lose my mind
C2939186,Disturbance in mood
C0278061,bazaar thoughts
C0278061,Abnormal mental state
C0027497,Nausea
C2830004,So sleepy
C2830004,Somnolence
C0037763,Spasm
C0234458,wicked weird dreams
C0234458,Abnormal dreams
C0042571,vertigo
C0042571,Vertigo
C0235234,dry
C0235234,Dry throat
C0855242,kills libido
C0855242,Disturbance in sexual arousal
C0016204,gas
C0016204,Flatulence
C0235169,Excitability
C0344315,depressed
C0344315,Depressed mood
C0013146,double downed
C0013146,Drug abuse
C0021400,plague
C0021400,Influenza
C0424295,walking up and down broad
C0424295,Hyperactive behavior
C0043094,Weight Gain
C0086769,a literal panic attack
C0086769,Panic Attacks
C1456784,paranoid
C1456784,Paranoia
C0278061,different person
C0278061,Abnormal mental state
C0234369,shaking
C0234369,Trembling
C0087169,withdrawal symptoms
C0087169,Withdrawal Symptoms
C0424295,hyper
C0424295,Hyperactive behavior
C0000737,nervous gut pain
C0000737,Abdominal Pain
C0235196,Not sure Im going to be willing to go for a week feeling like this
C0235196,Suicidal tendency
C0039070,fainting
C0039070,Syncope
C0042963,vomity
C0042963,Vomiting
C0236788,BP-2
C0236788,Bipolar II disorder
C0085633,mood swings
C0085633,Mood swings
C0596170,Prednisone munchies
C0596170,Binge eating disorder
C0235169,to the ceiling
C0235169,Excitability
C0270458,depression
C0270458,Psychotic depression
C0013144,sleepy
C0013144,Drowsiness
C0853619,My knee has gotten all swollen
C0853619,Local swelling
C1443060,pretty terrible side effects
C1443060,Feeling abnormal
C0239725,painful erection
C0239725,Genital pain
C0232461,eat like the literal beast
