C0274714,Adrenergic syndrome
C0235259,Cataract subcapsular
C0035220,"Respiratory Distress Syndrome, Newborn"
C0035222,"Respiratory Distress Syndrome, Adult"
C0006625,Cachexia
C0242301,Furuncle
C0035229,Respiratory Insufficiency
C0750394,White blood cell count decreased
C1963951,Acute overdose
C0027343,"Nails, Ingrown"
C0574067,Cough increased
C0000768,Congenital Abnormality
C0020429,Hyperalgesia
C0278045,Urine odour abnormal
C0041671,Attention Deficit Disorder
C0018808,Heart murmur
C0015732,Fecal Incontinence
C0235032,Neurotoxicity Syndromes
C0543698,Hypersensitive syndrome
C0023380,Lethargy
C0006444,Bursitis
C0011581,Depressive disorder
C0010520,Cyanosis
C0232493,Epigastric pain
C0344232,Blurred vision
C1096340,Dysphemia
C1096343,Infusion site reaction
C0020514,Hyperprolactinemia
C0020517,Hypersensitivity
C0242785,Food-Drug Interactions
C1262141,Poor quality sleep
C0858814,Hepatitis symptom
C0040427,Tooth Abnormalities
C0040425,Tonsillitis
C0233415,Distractibility
C0497247,Increase in blood pressure
C0030583,Parotitis
C0149904,Hepatitis cholestatic
C1619733,Gout flare
C0085688,Breast engorgement
C0085684,Footdrop
C0023066,Laryngismus
C0085680,Hypochloremia (disorder)
C0085681,Hyperphosphatemia (disorder)
C0085682,Hypophosphatemia
C0018995,Hemochromatosis
C0423273,Scleral thinning
C0546959,Atrial tachycardia
C0546956,Trachyonychia
C0007867,Cervix Diseases
C0006849,Oral candidiasis
C0034067,Pulmonary Emphysema
C0007860,Uterine Cervicitis
C0034063,Pulmonary Edema
C0006840,Candidiasis
C0034068,Pulmonary Eosinophilia
C0034069,Pulmonary Fibrosis
C0149741,Nipple discharge
C0455769,Energy increased
C0422980,Oscillopsia
C0278061,Abnormal mental state
C0020604,Hypochondriasis
C0235592,Lymphadenopathy cervical
C0554976,Bradyphrenia
C0030920,Peptic Ulcer
C0233565,Bradykinesia
C0242151,Violent
C0851664,Bullous conditions
C0006905,Capillary Fragility
C0235818,Bullous eruption
C0004161,Athletic Injuries
C0010674,Cystic Fibrosis
C0595877,Blood glucose increased
C0575081,Gait abnormality
C0021177,Increased Libido
C0267792,Hepatobiliary disease
C0024299,Lymphoma
C0020903,Illusions
C0155428,Otosalpingitis
C0596170,Binge eating disorder
C0001883,Airway Obstruction
C0021390,Inflammatory Bowel Diseases
C0039503,Tendinitis
C0278488,Carcinoma breast stage IV
C0161479,Nerve injury
C0019147,Hepatic Coma
C0152027,Sensory Disorders
C0425669,Abdominal aortic bruit
C0152025,Polyneuropathy
C0085616,Vasospasm
C0152029,Sinus congestion
C3263723,Traumatic injury
C0857576,Thyroid function abnormal
C0002994,Angioedema
C0002624,Retrograde amnesia
C0002622,Amnesia
C0014518,Toxic Epidermal Necrolysis
C0086438,Hypogammaglobulinemia
C2586050,Ulcerative esophagitis
C0312422,Blackout - symptom
C0438215,Laboratory test abnormal
C0085569,Acidosis hyperchloraemic
C0037317,Sleep disturbances
C0037315,Sleep Apnea Syndromes
C0877035,Estrogen Effect
C0018524,Hallucinations
C0162275,Ketonuria
C0014356,Enterocolitis
C0553704,Serum potassium increased
C0037299,Skin Ulcer
C0015734,Fecal Impaction
C0014179,Endometritis
C0853700,Application site erythema
C0013378,Dysgeusia
C0014175,Endometriosis
C0028949,Oligomenorrhea
C0014457,Eosinophilia
C0027430,Nasal Polyps
C0232292,Chest tightness
C0011334,Dental caries
C0022638,Ketosis
C0853226,International normalised ratio decreased
C0036130,Salpingitis
C0232766,Asterixis
C0236048,"Polyposis, Gastric"
C0086439,Hypokinesia
C0042138,Uterine Neoplasms
C0018520,Halitosis
C0042133,Uterine Fibroids
C0439857,Dependence
C0042134,Uterine hemorrhage
C0011991,Diarrhea
C0022107,Irritable Mood
C0027497,Nausea
C0233488,Feeling despair
C0003467,Anxiety
C0455769,Energy increased
C0003467,Anxiety
C0393761,Middle insomnia
C0043012,Wakefulness
C0270458,Psychotic depression
C0520962,Pain localised
C2939186,Disturbance in mood
C0424295,Hyperactive behavior
C0152128,Drug withdrawal syndrome
C0541854,Daytime sleepiness
C0541941,Erection increased
C0003467,Anxiety
C0233407,Disorientation
C0042963,Vomiting
C0233794,Memory impairment
C0018524,Hallucinations
C0027497,Nausea
C0039971,Thirst
C2830004,Somnolence
C0917801,Sleeplessness
C0003467,Anxiety
C0220870,Lightheadedness
C0018790,Cardiac Arrest
C0455769,Energy increased
C0003467,Anxiety
C0022107,Irritable Mood
C0043094,Weight Gain
C0220870,Lightheadedness
C0232431,Cold sweat
C0549385,Feeling of body temperature change
C0600104,Obsessive compulsive behavior
C0043094,Weight Gain
C0016512,Foot pain
C0233414,Disturbance in attention
C0037320,Night Terrors
C0152128,Drug withdrawal syndrome
C0022107,Irritable Mood
C0600104,Obsessive compulsive behavior
C0520962,Pain localised
C0027497,Nausea
C0043012,Wakefulness
C0087169,Withdrawal Symptoms
C0553668,Labored breathing
C0393761,Middle insomnia
C0087169,Withdrawal Symptoms
C2242996,Has tingling sensation
C1443060,Feeling abnormal
C0027497,Nausea
C0018524,Hallucinations
C0220870,Lightheadedness
C0455769,Energy increased
C2830004,Somnolence
C0013144,Drowsiness
C0013146,Drug abuse
C0028643,Numbness
C0235198,Unable to concentrate
C0853348,Arthropod bite
C0027497,Nausea
C0233488,Feeling despair
C0278061,Abnormal mental state
C0728899,Intoxication
C0022107,Irritable Mood
C2939186,Disturbance in mood
C0917801,Sleeplessness
C0542476,Forgetfulness
C0086132,Depressive Symptoms
C0041657,Unconscious State
C0043094,Weight Gain
C0043094,Weight Gain
C0455769,Energy increased
C0270458,Psychotic depression
C0037383,Sneezing
C0004936,Mental disorders
C0497364,Localized rash
C0030193,Pain
C2939186,Disturbance in mood
C0233514,Abnormal behavior
C0235169,Excitability
C0038999,Swelling
C0476273,Respiratory distress
C0012833,Dizziness
C0030252,Palpitations
C1263846,Attention deficit hyperactivity disorder
C0027497,Nausea
C0455769,Energy increased
C0235146,Euphoric mood
C0043094,Weight Gain
C0022107,Irritable Mood
C0427086,Involuntary Movements
C0344315,Depressed mood
C1456784,Paranoia
C2830004,Somnolence
C0917801,Sleeplessness
C0037317,Sleep disturbances
C0853348,Arthropod bite
C2830004,Somnolence
C0043012,Wakefulness
C0221785,Ache wrists
C0013144,Drowsiness
C1510472,Drug Dependence
C0037274,Dermatologic disorders
C0476273,Respiratory distress
C0149931,Migraine Disorders
C0232462,Decrease in appetite
C0393760,Initial insomnia
C0022107,Irritable Mood
C2830004,Somnolence
C0015672,Fatigue
C1443060,Feeling abnormal
C0596170,Binge eating disorder
C0424000,Feeling suicidal (finding)
C0011551,Depersonalization
C0393760,Initial insomnia
C0033975,Psychotic Disorders
C1291077,Abdominal bloating
C0038999,Swelling
C0235169,Excitability
C0600104,Obsessive compulsive behavior
C0232461,Increased appetite (finding)
C0455769,Energy increased
C0549385,Feeling of body temperature change
C0152030,Skin irritation
C0232461,Increased appetite (finding)
C1443060,Feeling abnormal
C0027497,Nausea
C0393760,Initial insomnia
C0270458,Psychotic depression
C0087169,Withdrawal Symptoms
C0043094,Weight Gain
C0043012,Wakefulness
C2939186,Disturbance in mood
C0015672,Fatigue
C0009676,Confusion
C2939186,Disturbance in mood
C0235169,Excitability
C0278061,Abnormal mental state
C0028643,Numbness
C0012833,Dizziness
C0455769,still not tired
C0455769,Energy increased
C0424295,cant shut up for the whole day
C0424295,Hyperactive behavior
C0030193,pain
C0030193,Pain
C0043012,Wakefulness
C0087169,Miss your Prozac does
C0087169,Withdrawal Symptoms
C0013182,allergic
C0013182,Drug Allergy
C0003469,zero stress tolerance
C0003469,Anxiety Disorders
C0424295,Hyperactive behavior
C0028643,paraplegic
C0028643,Numbness
C0003123,Anorexia
C1443060,feel like a malnourished toe
C1443060,Feeling abnormal
C0086132,hard days
C0086132,Depressive Symptoms
C0235165,mania
C0235165,Mania acute
C0476273,asthma
C0476273,Respiratory distress
C0018524,feeling like the same day
C0018524,Hallucinations
C0030319,anxiety
C0030319,Panic Disorder
C0424295,FUCKED UP
C0424295,Hyperactive behavior
C0087169,withdrawal symptoms
C0087169,Withdrawal Symptoms
C0917801,can't remember the last time I slept
C0917801,Sleeplessness
C2267227,purge
C2267227,Bulimia Nervosa
C0520962,butt pain
C0520962,Pain localised
C0022107,unnecessarily impatient
C0022107,Irritable Mood
C2830004,asleep
C2830004,Somnolence
C0427008,stiffness
C0427008,Stiffness
C0152128,crashing
C0152128,Drug withdrawal syndrome
C0424295,hyper
C0424295,Hyperactive behavior
C0034634,Rage
C0022107,I feel like
C0022107,Irritable Mood
C0038013,Spondylitis
C0038013,Ankylosing spondylitis
C0278061,brain fug
C0278061,Abnormal mental state
C0003467,anxiety
C0003467,Anxiety
C0278061,losing my mind
C0278061,Abnormal mental state
C0455769,got me to the ceiling
C0455769,Energy increased
C0003469,anxiety
C0003469,Anxiety Disorders
C0085633,VOLATILE
C0085633,Mood swings
C0028643,my pinky toe feel like it was chopped clean off
C0028643,Numbness
C0011570,depression
C0011570,Mental Depression
C0393760,#insomnia
C0393760,Initial insomnia
C0043096,making me.natural weight
C0043096,Body Weight decreased
C2939186,had me in my feelings
C2939186,Disturbance in mood
C2939186,had me in my feelings
C2939186,Disturbance in mood
C1504494,tingling
C1504494,Tingling of extremity
C0410158,rotted my muscles
C0410158,Muscle damage
C0455769,productive
C0455769,Energy increased
C0043012,wide awake
C0043012,Wakefulness
C1971624,lack of appetite
C1971624,Loss of appetite (finding)
C0235169,got me to the ceiling
C0235169,Excitability
C0520962,"muscular, joint, nerve pain"
C0520962,Pain localised
C0162298,joints are also hurting
C0162298,Joint stiffness
C0233632,expense of clear thinking
C0233632,Disturbance in thinking
C0035078,kidneys shut down
C0035078,Kidney Failure
C0000737,awful feeling in my stomach
C0000737,Abdominal Pain
C0424091,makes motivation hard
C0424091,Decreased interest
C0235169,hyped
C0235169,Excitability
C0424295,wired
C0424295,Hyperactive behavior
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0917801,WIDE AWAKE
C0917801,Sleeplessness
C0011551,feel like a zombie
C0011551,Depersonalization
C0149931,migraines
C0149931,Migraine Disorders
C0241934,hypomania
C0241934,Hypomania
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0037011,hurt his shoulder
C0037011,Shoulder Pain
C0232461,eating to survive
C0232461,Increased appetite (finding)
C0003467,anxiety
C0003467,Anxiety
C0233523,act like a devil
C0233523,Antisocial behavior
C0917801,Insomnia
C0917801,Sleeplessness
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0013146,got me like
C0013146,Drug abuse
C1510472,#Junkie
C1510472,Drug Dependence
C0149931,migraines
C0149931,Migraine Disorders
C0917801,LACKING SEVERELY IN SLEEP
C0917801,Sleeplessness
C0241934,hypomanic
C0241934,Hypomania
C0233414,still procrastinating
C0233414,Disturbance in attention
C0004604,back ache
C0004604,Back Pain
C0409497,two cortisone injections to get my shoulder right
C0409497,Joint injury
C0555724,dry mouth
C0555724,On examination - dry lips
C0043094,Weight Gain
C0013182,allergic reaction
C0013182,Drug Allergy
C0008031,my chest is exploding
C0008031,Chest Pain
C0043012,wake you up
C0043012,Wakefulness
C0011991,very mild diarrhea
C0011991,Diarrhea
C0020175,hungry
C0020175,Hunger
C0010346,Crohns
C0010346,Crohn Disease
C0027497,Nausea
C0424295,wast tired
C0424295,Hyperactive behavior
C0022107,hangry
C0022107,Irritable Mood
C0541854,making myself get out of bed
C0541854,Daytime sleepiness
C0030193,worst pain
C0030193,Pain
C0027497,nauseous
C0027497,Nausea
C0520962,makes my fingers hurt
C0520962,Pain localised
C1971624,I don't hunger or thirst
C1971624,Loss of appetite (finding)
C0917801,insomnia
C0917801,Sleeplessness
C0233407,spins
C0233407,Disorientation
C1963951,doubling up on my adderall
C1963951,Acute overdose
C0011071,sudden death
C0011071,Sudden death
C0235169,in my feelings
C0235169,Excitability
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0030193,hurt
C0030193,Pain
C0278061,completely bonkers
C0278061,Abnormal mental state
C0043096,lost 6 inches
C0043096,Body Weight decreased
C0002957,mad
C0002957,Anger
C0549249,dopey
C0549249,Depressed Level of Consciousness
C0018681,headaches
C0018681,Headache
C0455769,"feeling something now,"
C0455769,Energy increased
C0000737,sharp pain
C0000737,Abdominal Pain
C0541854,tired
C0541854,Daytime sleepiness
C0043096,losing weight
C0043096,Body Weight decreased
C0556446,addicted
C0556446,Drug craving
C0009676,conundrum
C0009676,Confusion
C0596170,binge
C0596170,Binge eating disorder
C1443060,ITS MAKING ME CRAZY
C1443060,Feeling abnormal
C1443060,feel weird
C1443060,Feeling abnormal
C2830004,Somnolence
C0232462,haven't eaten since like 9
C0232462,Decrease in appetite
C0549259,incr anxiety
C0549259,Anxiety aggravated
C0028643,Foot numb
C0028643,Numbness
C0003467,anxiety
C0003467,Anxiety
C0917801,incapable of sleep
C0917801,Sleeplessness
C2830004,Somnolence
C0011570,Miss your Prozac does
C0011570,Mental Depression
C0344315,miserable
C0344315,Depressed mood
C0013144,intense yawns
C0013144,Drowsiness
C0043094,gaining weight
C0043094,Weight Gain
C0392674,so fucking tired
C0392674,Exhaustion
C0043096,weight loss
C0043096,Body Weight decreased
C2937350,nut came out like water
C2937350,Abnormal ejaculation
C0917801,still haven't slept
C0917801,Sleeplessness
C0424166,need space &amp; to be alone
C0424166,Social fear
C0004936,I hate doctors and meds
C0004936,Mental disorders
C0232459,Stomach messed up
C0232459,Abnormal digestive tract function
C0233459,have no emotions
C0233459,Emotional disorder
C0541854,falling asleep
C0541854,Daytime sleepiness
C0003469,ANXIOUS
C0003469,Anxiety Disorders
C0043096,Body Weight decreased
C0011570,depression
C0011570,Mental Depression
C0011551,a zombie
C0011551,Depersonalization
C0233514,act fucking weird
C0233514,Abnormal behavior
C0240735,not myself
C0240735,Personality change
C0022107,pissed off about everything
C0022107,Irritable Mood
C0018801,heart attack
C0018801,Heart failure
C0040822,tremor
C0040822,Tremor
C0030193,pain
C0030193,Pain
C0086769,panic attacks
C0086769,Panic Attacks
C0455769,got me to the ceiling
C0455769,Energy increased
C0344320,gives me man vivid dreams
C0344320,Vivid dreams
C0005586,#bipolar
C0005586,Bipolar Disorder
C0038435,stressed
C0038435,Stress
C0541854,sleep the day away
C0541854,Daytime sleepiness
C0022107,pissed off
C0022107,Irritable Mood
C0344315,depress
C0344315,Depressed mood
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0235195,a mellow zombie
C0235195,Sedated state
C0003467,anxiety
C0003467,Anxiety
C0021053,destroyed my #immunesystem
C0021053,Immune System Diseases
C0087169,withdrawal
C0087169,Withdrawal Symptoms
C0013144,sleepy
C0013144,Drowsiness
C0018681,mild headache
C0018681,Headache
C0022107,sour mood
C0022107,Irritable Mood
C0013144,Drowsiness
C0344315,hurting
C0344315,Depressed mood
C0030193,throbbing!
C0030193,Pain
C0043094,the 10 lbs I gained
C0043094,Weight Gain
C0030193,hurting
C0030193,Pain
C0455769,walking up and down
C0455769,Energy increased
C0087169,Discontinuation
C0087169,Withdrawal Symptoms
C1971624,not being able to eat
C1971624,Loss of appetite (finding)
C0013144,drowsy
C0013144,Drowsiness
C0004096,asthma
C0004096,Asthma
C0013146,HIGH
C0013146,Drug abuse
C0233523,anti social
C0233523,Antisocial behavior
C3536794,feel like shit
C3536794,Sad mood
C0013144,drowsy
C0013144,Drowsiness
C0027497,nauseous
C0027497,Nausea
C0410158,rotted my muscles out
C0410158,Muscle damage
C0270549,anxiety
C0270549,Generalized Anxiety Disorder
C0234238,pain
C0234238,Ache
C2830004,sleep all day
C2830004,Somnolence
C0037317,Got 1.5 hours of sleep
C0037317,Sleep disturbances
C0344315,bummed
C0344315,Depressed mood
C2830004,fall asleep
C2830004,Somnolence
C0041657,knock me out
C0041657,Unconscious State
C0086769,panic
C0086769,Panic Attacks
C1971624,lose my appetite
C1971624,Loss of appetite (finding)
C0027497,Finna thrown up
C0027497,Nausea
C0022107,cranky
C0022107,Irritable Mood
C0003044,mosquito bites
C0003044,Animal bite
C0087169,withdrawal symptoms
C0087169,Withdrawal Symptoms
C0858899,focused
C0858899,Attention concentration difficulty
C0233401,feeling proper psycho
C0233401,Psychiatric symptom
C0085633,mood swings
C0085633,Mood swings
C0085632,soulless robot
C0085632,Indifferent mood
C0728899,groggy
C0728899,Intoxication
C0281774,psychosis
C0281774,Acute psychosis
C0002957,monster
C0002957,Anger
C2939186,had me in my feelings
C2939186,Disturbance in mood
C0270458,bipolar
C0270458,Psychotic depression
C0042109,#hivewatch
C0042109,Urticaria
C0013144,weak and woozy
C0013144,Drowsiness
C0600104,I unnecessarily wipe for 20 minutes until I'm practically bleeding
